31.75948008481282;24.00709070326018;0.14021995915556232;1;ff000000;0
190.4914770123316;-6.235038291242318;0.14325619665100056;2;ff000000;0
273.2397002961021;-1.0791971119397241;0.27535862587702886;3;ff000000;0
63.97040780848653;-8.3221146315299;0.2508223651213084;4;ff000000;0
214.04593735660166;27.251583783048687;0.2605012268908762;5;ff000000;0
109.79887635452491;6.441784737188361;0.6933845700425969;6;ff000000;0
261.30449712257524;13.724082709443248;0.45906126404130326;7;ff000000;0
94.55376797915864;26.69473370601695;0.6580374306783422;8;ff000000;0
239.69731927951193;45;0.7465819077896718;9;ff000000;0
178.7269699799433;45;0.7183807487950818;10;ff000000;0
116.86191784440268;45;0.7292315765739438;11;ff000000;0
203.03943597990352;45;0.8378438409614638;12;ff000000;0
242.81888891452277;45;0.6244823564422178;13;ff000000;0
259.99202019855863;45;0.6580374306783422;14;ff000000;0
162.1081228708017;41.24123426839477;0.9204485777789235;15;ff000000;0
239.93141717813754;38.39852373069008;0.7264229916785655;16;ff000000;0
190.64566334496033;7.1599665192245325;0.7073634908632517;17;ff000000;0
194.10831359282585;-0.29714999486089716;1.0;18;ff000000;0
141.28249208816135;7.7117105773331796;0.8116231144672995;19;ff000000;0
170.38543072909908;13.628259199476853;0.9904870415441605;20;ff000000;0
152.35402463626133;4.479336846504866;0.8632685119570376;21;ff000000;0
145.2348027634232;-13.58326942725146;0.5520587116500295;22;ff000000;0
205.50693808884898;-3.038990480345663;0.8804214224844131;23;ff000000;0
185.95410743116503;-3.143346708632355;0.8512201250773952;24;ff000000;0
217.73675525941545;-5.889338150503477;0.7581647175506443;25;ff000000;0
143.5045792408788;29.623222908974768;0.9128193655750032;26;ff000000;0
306.41637851988605;-5.276037733689678;0.3948006581097415;27;ff000000;0
359.43273359014205;30.29047304197259;0.6066550417724225;28;ff000000;0
305.42577211490817;-0.48131288852703025;0.6173783515325663;29;ff000000;0
67.19028889612252;13.094336743306057;0.6180750196168677;30;ff000000;0
295.1678701497816;30.025056314959294;0.5493235547853936;31;ff000000;0
227.22396124038545;30.829389531362132;0.8804214224844131;32;ff000000;0
127.7857379607932;39.55081362989807;0.7574548585704597;33;ff000000;0
334.29004621918875;45;0.6868368089825049;34;ff000000;0
317.24574256589506;45;0.635412801602853;35;ff000000;0
36.31364541876337;28.958912752470177;0.6105441792705699;36;ff000000;0
112.0112831979194;-33.06209999543487;0.3137128820188982;37;ff000000;0
276.604835496754;25.198879646218245;0.5481471667737393;38;ff000000;0
322.90716270295843;45;0.47154714159143607;39;ff000000;0
41.59355624500529;-0.4814488078281386;0.6172040616422888;40;ff000000;0
330.843082117687;5.773987836640409;0.5670559842806357;41;ff000000;0
213.8708107103888;1.9542749992159412;0.4562402232850929;42;ff000000;0
187.28402365441684;27.902403397567618;0.7868543937761043;43;ff000000;0
192.91781284393397;14.537804916296716;0.5991602289104415;44;ff000000;0
355.97173633351485;4.018344556454999;0.3700434286820783;45;ff000000;0
190.92280471986925;42.39543159400573;0.4076714005712884;46;ff000000;0
348.45330945407267;-12.474979879563305;0.5041851259963835;47;ff000000;0
180.59065721464668;45;0.7188299005601914;48;ff000000;0
357.37359436170925;30.00104187043925;0.6534434586408345;49;ff000000;0
209.23281745752433;-34.235327679927295;0.78356597131628;50;ff000000;0
202.2349908924885;-23.587163532464587;0.972067456644525;51;ff000000;0
157.0871716032284;-37.566207414581754;0.6890263096862841;52;ff000000;0
154.34432927212117;-29.89530570623031;0.8428369569121621;53;ff000000;0
